,NEIGHBORHOOD,Year,SALE PRICE
2850,UPPER WEST SIDE (79-96),2004,1453028825.0
2851,UPPER WEST SIDE (79-96),2005,1575513144.0
2852,UPPER WEST SIDE (79-96),2006,1436074566.0
2853,UPPER WEST SIDE (79-96),2007,1750150619.0
2854,UPPER WEST SIDE (79-96),2008,1320246439.0
2855,UPPER WEST SIDE (79-96),2009,800051731.0
2856,UPPER WEST SIDE (79-96),2010,962452485.0
2857,UPPER WEST SIDE (79-96),2011,1359769329.0
2858,UPPER WEST SIDE (79-96),2012,1413004756.0
2859,UPPER WEST SIDE (79-96),2013,1833982162.0
2860,UPPER WEST SIDE (79-96),2014,1668420304.0
2861,UPPER WEST SIDE (79-96),2015,2643182392.0
2862,UPPER WEST SIDE (79-96),2016,1730024946.0
2863,UPPER WEST SIDE (79-96),2017,1616074740.0
2864,UPPER WEST SIDE (79-96),2018,1971236420.0
2865,UPPER WEST SIDE (96-116),2003,385203780.0
2866,UPPER WEST SIDE (96-116),2004,595081086.0
2867,UPPER WEST SIDE (96-116),2005,781960029.0
2868,UPPER WEST SIDE (96-116),2006,648327451.0
2869,UPPER WEST SIDE (96-116),2007,757980715.0
2870,UPPER WEST SIDE (96-116),2008,815760772.0
2871,UPPER WEST SIDE (96-116),2009,353636619.0
2872,UPPER WEST SIDE (96-116),2010,330154378.0
2873,UPPER WEST SIDE (96-116),2011,375029611.0
2874,UPPER WEST SIDE (96-116),2012,1013742890.0
2875,UPPER WEST SIDE (96-116),2013,704801669.0
2876,UPPER WEST SIDE (96-116),2014,630668321.0
2877,UPPER WEST SIDE (96-116),2015,741910706.0
2878,UPPER WEST SIDE (96-116),2016,754854861.0
2879,UPPER WEST SIDE (96-116),2017,532474278.0
2880,UPPER WEST SIDE (96-116),2018,1350074441.0
2881,VAN CORTLANDT PARK,2003,499500.0
2882,VAN CORTLANDT PARK,2004,6566500.0
2883,VAN CORTLANDT PARK,2005,1138000.0
2884,VAN CORTLANDT PARK,2006,716000.0
2885,VAN CORTLANDT PARK,2007,1983000.0
2886,VAN CORTLANDT PARK,2008,7345831.0
2887,VAN CORTLANDT PARK,2009,265000.0
2888,VAN CORTLANDT PARK,2010,582000.0
2889,VAN CORTLANDT PARK,2011,945000.0
2890,VAN CORTLANDT PARK,2012,718750.0
2891,VAN CORTLANDT PARK,2013,879500.0
2892,VAN CORTLANDT PARK,2014,847000.0
2893,VAN CORTLANDT PARK,2015,1281644.0
2894,VAN CORTLANDT PARK,2016,862500.0
2895,VAN CORTLANDT PARK,2017,494900.0
2896,VAN CORTLANDT PARK,2018,779500.0
2897,WAKEFIELD,2003,72797901.0
2898,WAKEFIELD,2004,124786307.0
2899,WAKEFIELD,2005,120015033.0
2900,WAKEFIELD,2006,107965970.0
2901,WAKEFIELD,2007,137009955.0
2902,WAKEFIELD,2008,90339882.0
2903,WAKEFIELD,2009,51393884.0
2904,WAKEFIELD,2010,52492771.0
2905,WAKEFIELD,2011,65242943.0
2906,WAKEFIELD,2012,48719184.0
2907,WAKEFIELD,2013,47485673.0
2908,WAKEFIELD,2014,63926987.0
2909,WAKEFIELD,2015,85578598.0
2910,WAKEFIELD,2016,111511483.0
2911,WAKEFIELD,2017,96517522.0
2912,WAKEFIELD,2018,105259420.0
2913,WASHINGTON HEIGHTS LOWER,2003,153337933.0
2914,WASHINGTON HEIGHTS LOWER,2004,316050727.0
2915,WASHINGTON HEIGHTS LOWER,2005,271352095.0
2916,WASHINGTON HEIGHTS LOWER,2006,347441137.0
2917,WASHINGTON HEIGHTS LOWER,2007,423345272.0
2918,WASHINGTON HEIGHTS LOWER,2008,152081793.0
2919,WASHINGTON HEIGHTS LOWER,2009,64738159.0
2920,WASHINGTON HEIGHTS LOWER,2010,151094597.0
2921,WASHINGTON HEIGHTS LOWER,2011,170995284.0
2922,WASHINGTON HEIGHTS LOWER,2012,410935835.0
2923,WASHINGTON HEIGHTS LOWER,2013,286928939.0
2924,WASHINGTON HEIGHTS LOWER,2014,417870582.0
2925,WASHINGTON HEIGHTS LOWER,2015,487364749.0
2926,WASHINGTON HEIGHTS LOWER,2016,518215927.0
2927,WASHINGTON HEIGHTS LOWER,2017,287636193.0
2928,WASHINGTON HEIGHTS LOWER,2018,360000116.0
2929,WASHINGTON HEIGHTS UPPER,2003,165213412.0
2930,WASHINGTON HEIGHTS UPPER,2004,219332914.0
2931,WASHINGTON HEIGHTS UPPER,2005,348490814.0
2932,WASHINGTON HEIGHTS UPPER,2006,313862627.0
2933,WASHINGTON HEIGHTS UPPER,2007,500803227.0
2934,WASHINGTON HEIGHTS UPPER,2008,298676965.0
2935,WASHINGTON HEIGHTS UPPER,2009,93814485.0
2936,WASHINGTON HEIGHTS UPPER,2010,90919879.0
2937,WASHINGTON HEIGHTS UPPER,2011,99811824.0
2938,WASHINGTON HEIGHTS UPPER,2012,207778382.0
2939,WASHINGTON HEIGHTS UPPER,2013,450464825.0
2940,WASHINGTON HEIGHTS UPPER,2014,529464602.0
2941,WASHINGTON HEIGHTS UPPER,2015,404087286.0
2942,WASHINGTON HEIGHTS UPPER,2016,545276912.0
2943,WASHINGTON HEIGHTS UPPER,2017,382265795.0
2944,WASHINGTON HEIGHTS UPPER,2018,245333837.0
2945,WESTCHESTER,2003,44854918.0
2946,WESTCHESTER,2004,122342518.0
2947,WESTCHESTER,2005,147181388.0
2948,WESTCHESTER,2006,101487469.0
2949,WESTCHESTER,2007,94297330.0
2950,WESTCHESTER,2008,71419508.0
2951,WESTCHESTER,2009,37434954.0
2952,WESTCHESTER,2010,31931070.0
2953,WESTCHESTER,2011,31544938.0
2954,WESTCHESTER,2012,42460398.0
2955,WESTCHESTER,2013,62513485.0
2956,WESTCHESTER,2014,60961504.0
2957,WESTCHESTER,2015,112414167.0
2958,WESTCHESTER,2016,105805297.0
2959,WESTCHESTER,2017,98892572.0
2960,WESTCHESTER,2018,196358398.0
2961,WHITESTONE,2003,138317456.0
2962,WHITESTONE,2004,246630448.0
2963,WHITESTONE,2005,248411879.0
2964,WHITESTONE,2006,225206750.0
2965,WHITESTONE,2007,202410499.0
2966,WHITESTONE,2008,149915825.0
2967,WHITESTONE,2009,115297947.0
2968,WHITESTONE,2010,106611808.0
2969,WHITESTONE,2011,124150274.0
2970,WHITESTONE,2012,123127929.0
2971,WHITESTONE,2013,188703645.0
2972,WHITESTONE,2014,192235961.0
2973,WHITESTONE,2015,191597283.0
2974,WHITESTONE,2016,215962350.0
2975,WHITESTONE,2017,242776982.0
2976,WHITESTONE,2018,250707485.0
2977,WILLIAMSBRIDGE,2003,138877208.0
2978,WILLIAMSBRIDGE,2004,177494064.0
2979,WILLIAMSBRIDGE,2005,235822335.0
2980,WILLIAMSBRIDGE,2006,252475600.0
2981,WILLIAMSBRIDGE,2007,215026202.0
2982,WILLIAMSBRIDGE,2008,116306329.0
2983,WILLIAMSBRIDGE,2009,68399608.0
2984,WILLIAMSBRIDGE,2010,99310540.0
2985,WILLIAMSBRIDGE,2011,111207428.0
2986,WILLIAMSBRIDGE,2012,105794157.0
2987,WILLIAMSBRIDGE,2013,121262437.0
2988,WILLIAMSBRIDGE,2014,137880014.0
2989,WILLIAMSBRIDGE,2015,169212069.0
2990,WILLIAMSBRIDGE,2016,151857399.0
2991,WILLIAMSBRIDGE,2017,188753990.0
2992,WILLIAMSBRIDGE,2018,221362207.0
2993,WILLIAMSBURG-CENTRAL,2003,60331978.0
2994,WILLIAMSBURG-CENTRAL,2004,62960507.0
2995,WILLIAMSBURG-CENTRAL,2005,85483017.0
2996,WILLIAMSBURG-CENTRAL,2006,141363848.0
2997,WILLIAMSBURG-CENTRAL,2007,82179073.0
2998,WILLIAMSBURG-CENTRAL,2008,70784069.0
2999,WILLIAMSBURG-CENTRAL,2009,29912410.0
3000,WILLIAMSBURG-CENTRAL,2010,56807265.0
3001,WILLIAMSBURG-CENTRAL,2011,83757814.0
3002,WILLIAMSBURG-CENTRAL,2012,67296267.0
3003,WILLIAMSBURG-CENTRAL,2013,64339862.0
3004,WILLIAMSBURG-CENTRAL,2014,71496348.0
3005,WILLIAMSBURG-CENTRAL,2015,69320428.0
3006,WILLIAMSBURG-CENTRAL,2016,100897405.0
3007,WILLIAMSBURG-CENTRAL,2017,96901972.0
3008,WILLIAMSBURG-CENTRAL,2018,96108323.0
3009,WILLIAMSBURG-EAST,2003,114353721.0
3010,WILLIAMSBURG-EAST,2004,161565204.0
3011,WILLIAMSBURG-EAST,2005,238970715.0
3012,WILLIAMSBURG-EAST,2006,257821400.0
3013,WILLIAMSBURG-EAST,2007,314583592.0
3014,WILLIAMSBURG-EAST,2008,251208803.0
3015,WILLIAMSBURG-EAST,2009,139018726.0
3016,WILLIAMSBURG-EAST,2010,216600078.0
3017,WILLIAMSBURG-EAST,2011,194834980.0
3018,WILLIAMSBURG-EAST,2012,322913813.0
3019,WILLIAMSBURG-EAST,2013,396181171.0
3020,WILLIAMSBURG-EAST,2014,603958283.0
3021,WILLIAMSBURG-EAST,2015,607268944.0
3022,WILLIAMSBURG-EAST,2016,677788319.0
3023,WILLIAMSBURG-EAST,2017,482293916.0
3024,WILLIAMSBURG-EAST,2018,491224837.0
3025,WILLIAMSBURG-NORTH,2003,52772749.0
3026,WILLIAMSBURG-NORTH,2004,123245945.0
3027,WILLIAMSBURG-NORTH,2005,317732910.0
3028,WILLIAMSBURG-NORTH,2006,238752103.0
3029,WILLIAMSBURG-NORTH,2007,279463362.0
3030,WILLIAMSBURG-NORTH,2008,260442694.0
3031,WILLIAMSBURG-NORTH,2009,196818507.0
3032,WILLIAMSBURG-NORTH,2010,507565978.0
3033,WILLIAMSBURG-NORTH,2011,800796479.0
3034,WILLIAMSBURG-NORTH,2012,872876575.0
3035,WILLIAMSBURG-NORTH,2013,565393002.0
3036,WILLIAMSBURG-NORTH,2014,786790273.0
3037,WILLIAMSBURG-NORTH,2015,1110971553.0
3038,WILLIAMSBURG-NORTH,2016,1006722349.0
3039,WILLIAMSBURG-NORTH,2017,741260704.0
3040,WILLIAMSBURG-NORTH,2018,456270332.0
3041,WILLIAMSBURG-SOUTH,2003,108820911.0
3042,WILLIAMSBURG-SOUTH,2004,198907429.0
3043,WILLIAMSBURG-SOUTH,2005,231858819.0
3044,WILLIAMSBURG-SOUTH,2006,327750809.0
3045,WILLIAMSBURG-SOUTH,2007,205980138.0
3046,WILLIAMSBURG-SOUTH,2008,109371669.0
3047,WILLIAMSBURG-SOUTH,2009,60295076.0
3048,WILLIAMSBURG-SOUTH,2010,119722041.0
3049,WILLIAMSBURG-SOUTH,2011,121208727.0
3050,WILLIAMSBURG-SOUTH,2012,356314065.0
3051,WILLIAMSBURG-SOUTH,2013,240260574.0
3052,WILLIAMSBURG-SOUTH,2014,414167917.0
3053,WILLIAMSBURG-SOUTH,2015,441619049.0
3054,WILLIAMSBURG-SOUTH,2016,648168998.0
3055,WILLIAMSBURG-SOUTH,2017,474203460.0
3056,WILLIAMSBURG-SOUTH,2018,328625468.0
3057,WINDSOR TERRACE,2003,73730874.0
3058,WINDSOR TERRACE,2004,93985924.0
3059,WINDSOR TERRACE,2005,115637653.0
3060,WINDSOR TERRACE,2006,104805694.0
3061,WINDSOR TERRACE,2007,125276606.0
3062,WINDSOR TERRACE,2008,83602003.0
3063,WINDSOR TERRACE,2009,46234389.0
3064,WINDSOR TERRACE,2010,62318114.0
3065,WINDSOR TERRACE,2011,72130737.0
3066,WINDSOR TERRACE,2012,87602113.0
3067,WINDSOR TERRACE,2013,92474602.0
3068,WINDSOR TERRACE,2014,124104435.0
3069,WINDSOR TERRACE,2015,116678626.0
3070,WINDSOR TERRACE,2016,116522957.0
3071,WINDSOR TERRACE,2017,151512416.0
3072,WINDSOR TERRACE,2018,136884103.0
3073,WOODHAVEN,2003,206473423.0
3074,WOODHAVEN,2004,253014620.0
3075,WOODHAVEN,2005,317573895.0
3076,WOODHAVEN,2006,286501679.0
3077,WOODHAVEN,2007,186673550.0
3078,WOODHAVEN,2008,101377154.0
3079,WOODHAVEN,2009,97873169.0
3080,WOODHAVEN,2010,100568737.0
3081,WOODHAVEN,2011,97704188.0
3082,WOODHAVEN,2012,87390320.0
3083,WOODHAVEN,2013,103225645.0
3084,WOODHAVEN,2014,107596335.0
3085,WOODHAVEN,2015,147745080.0
3086,WOODHAVEN,2016,172800543.0
3087,WOODHAVEN,2017,184939342.0
3088,WOODHAVEN,2018,182231915.0
3089,WOODLAWN,2003,21120966.0
3090,WOODLAWN,2004,34004575.0
3091,WOODLAWN,2005,44415535.0
3092,WOODLAWN,2006,31187429.0
3093,WOODLAWN,2007,37056954.0
3094,WOODLAWN,2008,17146768.0
3095,WOODLAWN,2009,15024435.0
3096,WOODLAWN,2010,12994000.0
3097,WOODLAWN,2011,10363619.0
3098,WOODLAWN,2012,12821617.0
3099,WOODLAWN,2013,20517140.0
3100,WOODLAWN,2014,28931053.0
3101,WOODLAWN,2015,25287968.0
3102,WOODLAWN,2016,42610127.0
3103,WOODLAWN,2017,31137495.0
3104,WOODLAWN,2018,23468620.0
3105,WOODSIDE,2003,151051323.0
3106,WOODSIDE,2004,175522403.0
3107,WOODSIDE,2005,216221502.0
3108,WOODSIDE,2006,243002929.0
3109,WOODSIDE,2007,222387649.0
3110,WOODSIDE,2008,160906686.0
3111,WOODSIDE,2009,114554044.0
3112,WOODSIDE,2010,113024950.0
3113,WOODSIDE,2011,104910040.0
3114,WOODSIDE,2012,122502173.0
3115,WOODSIDE,2013,161097740.0
3116,WOODSIDE,2014,173482427.0
3117,WOODSIDE,2015,223790796.0
3118,WOODSIDE,2016,203795910.0
3119,WOODSIDE,2017,192876071.0
3120,WOODSIDE,2018,206821900.0
3121,WYCKOFF HEIGHTS,2003,40370007.0
3122,WYCKOFF HEIGHTS,2004,55427505.0
3123,WYCKOFF HEIGHTS,2005,67766700.0
3124,WYCKOFF HEIGHTS,2006,88575816.0
3125,WYCKOFF HEIGHTS,2007,50504935.0
3126,WYCKOFF HEIGHTS,2008,48371825.0
3127,WYCKOFF HEIGHTS,2009,21564808.0
3128,WYCKOFF HEIGHTS,2010,27035236.0
3129,WYCKOFF HEIGHTS,2011,29856682.0
3130,WYCKOFF HEIGHTS,2012,29644070.0
3131,WYCKOFF HEIGHTS,2013,63683255.0
3132,WYCKOFF HEIGHTS,2014,93022500.0
3133,WYCKOFF HEIGHTS,2015,243116091.0
3134,WYCKOFF HEIGHTS,2016,77739874.0
3135,WYCKOFF HEIGHTS,2017,80016589.0
3136,WYCKOFF HEIGHTS,2018,68035824.0
