,Year,Nbr of Crimes,Neighborhood
1640,2012,1152.0,Windsor Terrace
1641,2013,1206.0,Sunset Park
1642,2013,1206.0,Windsor Terrace
1643,2014,1185.0,Sunset Park
1644,2014,1185.0,Windsor Terrace
1645,2015,1166.0,Sunset Park
1646,2015,1166.0,Windsor Terrace
1647,2016,1139.0,Sunset Park
1648,2016,1139.0,Windsor Terrace
1649,2017,1090.0,Sunset Park
1650,2017,1090.0,Windsor Terrace
1651,2018,1126.0,Sunset Park
1652,2018,1126.0,Windsor Terrace
1653,2000,2714.0,Brownsville
1654,2000,2714.0,Ocean Hill
1655,2001,2616.0,Brownsville
1656,2001,2616.0,Ocean Hill
1657,2002,2459.0,Brownsville
1658,2002,2459.0,Ocean Hill
1659,2003,2280.0,Brownsville
1660,2003,2280.0,Ocean Hill
1661,2004,2213.0,Brownsville
1662,2004,2213.0,Ocean Hill
1663,2005,2174.0,Brownsville
1664,2005,2174.0,Ocean Hill
1665,2006,2149.0,Brownsville
1666,2006,2149.0,Ocean Hill
1667,2007,2127.0,Brownsville
1668,2007,2127.0,Ocean Hill
1669,2008,2154.0,Brownsville
1670,2008,2154.0,Ocean Hill
1671,2009,2011.0,Brownsville
1672,2009,2011.0,Ocean Hill
1673,2010,2009.0,Brownsville
1674,2010,2009.0,Ocean Hill
1675,2011,2135.0,Brownsville
1676,2011,2135.0,Ocean Hill
1677,2012,2249.0,Brownsville
1678,2012,2249.0,Ocean Hill
1679,2013,2094.0,Brownsville
1680,2013,2094.0,Ocean Hill
1681,2014,1879.0,Brownsville
1682,2014,1879.0,Ocean Hill
1683,2015,1735.0,Brownsville
1684,2015,1735.0,Ocean Hill
1685,2016,1603.0,Brownsville
1686,2016,1603.0,Ocean Hill
1687,2017,1610.0,Brownsville
1688,2017,1610.0,Ocean Hill
1689,2018,1686.0,Brownsville
1690,2018,1686.0,Ocean Hill
1691,2000,4775.0,East New York
1692,2000,4775.0,Starrett City
1693,2001,4512.0,East New York
1694,2001,4512.0,Starrett City
1695,2002,4100.0,East New York
1696,2002,4100.0,Starrett City
1697,2003,4048.0,East New York
1698,2003,4048.0,Starrett City
1699,2004,3957.0,East New York
1700,2004,3957.0,Starrett City
1701,2005,3514.0,East New York
1702,2005,3514.0,Starrett City
1703,2006,3319.0,East New York
1704,2006,3319.0,Starrett City
1705,2007,3262.0,East New York
1706,2007,3262.0,Starrett City
1707,2008,3239.0,East New York
1708,2008,3239.0,Starrett City
1709,2009,3044.0,East New York
1710,2009,3044.0,Starrett City
1711,2010,3103.0,East New York
1712,2010,3103.0,Starrett City
1713,2011,3393.0,East New York
1714,2011,3393.0,Starrett City
1715,2012,3780.0,East New York
1716,2012,3780.0,Starrett City
1717,2013,3902.0,East New York
1718,2013,3902.0,Starrett City
1719,2014,3751.0,East New York
1720,2014,3751.0,Starrett City
1721,2015,3506.0,East New York
1722,2015,3506.0,Starrett City
1723,2016,3287.0,East New York
1724,2016,3287.0,Starrett City
1725,2017,3231.0,East New York
1726,2017,3231.0,Starrett City
1727,2018,3298.0,East New York
1728,2018,3298.0,Starrett City
1729,2000,878.0,Park Slope
1730,2000,878.0,Carroll Gardens
1731,2001,748.0,Park Slope
1732,2001,748.0,Carroll Gardens
1733,2002,718.0,Park Slope
1734,2002,718.0,Carroll Gardens
1735,2003,717.0,Park Slope
1736,2003,717.0,Carroll Gardens
1737,2004,784.0,Park Slope
1738,2004,784.0,Carroll Gardens
1739,2005,777.0,Park Slope
1740,2005,777.0,Carroll Gardens
1741,2006,666.0,Park Slope
1742,2006,666.0,Carroll Gardens
1743,2007,570.0,Park Slope
1744,2007,570.0,Carroll Gardens
1745,2008,589.0,Park Slope
1746,2008,589.0,Carroll Gardens
1747,2009,558.0,Park Slope
1748,2009,558.0,Carroll Gardens
1749,2010,585.0,Park Slope
1750,2010,585.0,Carroll Gardens
1751,2011,631.0,Park Slope
1752,2011,631.0,Carroll Gardens
1753,2012,630.0,Park Slope
1754,2012,630.0,Carroll Gardens
1755,2013,637.0,Park Slope
1756,2013,637.0,Carroll Gardens
1757,2014,632.0,Park Slope
1758,2014,632.0,Carroll Gardens
1759,2015,628.0,Park Slope
1760,2015,628.0,Carroll Gardens
1761,2016,480.0,Park Slope
1762,2016,480.0,Carroll Gardens
1763,2017,476.0,Park Slope
1764,2017,476.0,Carroll Gardens
1765,2018,460.0,Park Slope
1766,2018,460.0,Carroll Gardens
1767,2000,2531.0,Crown Heights North
1768,2001,2387.0,Crown Heights North
1769,2002,2212.0,Crown Heights North
1770,2003,2060.0,Crown Heights North
1771,2004,1853.0,Crown Heights North
1772,2005,1649.0,Crown Heights North
1773,2006,1499.0,Crown Heights North
1774,2007,1602.0,Crown Heights North
1775,2008,1347.0,Crown Heights North
1776,2009,1164.0,Crown Heights North
1777,2010,1366.0,Crown Heights North
1778,2011,1599.0,Crown Heights North
1779,2012,1601.0,Crown Heights North
1780,2013,1792.0,Crown Heights North
1781,2014,1664.0,Crown Heights North
1782,2015,1495.0,Crown Heights North
1783,2016,1393.0,Crown Heights North
1784,2017,1153.0,Crown Heights North
1785,2018,1138.0,Crown Heights North
1786,2000,1721.0,Park Slope
1787,2000,1721.0,Carroll Gardens
1788,2001,1312.0,Park Slope
1789,2001,1312.0,Carroll Gardens
1790,2002,1259.0,Park Slope
1791,2002,1259.0,Carroll Gardens
1792,2003,1192.0,Park Slope
1793,2003,1192.0,Carroll Gardens
1794,2004,1173.0,Park Slope
1795,2004,1173.0,Carroll Gardens
1796,2005,1131.0,Park Slope
1797,2005,1131.0,Carroll Gardens
1798,2006,1085.0,Park Slope
1799,2006,1085.0,Carroll Gardens
1800,2007,973.0,Park Slope
1801,2007,973.0,Carroll Gardens
1802,2008,965.0,Park Slope
1803,2008,965.0,Carroll Gardens
1804,2009,888.0,Park Slope
1805,2009,888.0,Carroll Gardens
1806,2010,845.0,Park Slope
1807,2010,845.0,Carroll Gardens
1808,2011,863.0,Park Slope
1809,2011,863.0,Carroll Gardens
1810,2012,928.0,Park Slope
1811,2012,928.0,Carroll Gardens
1812,2013,1009.0,Park Slope
1813,2013,1009.0,Carroll Gardens
1814,2014,956.0,Park Slope
1815,2014,956.0,Carroll Gardens
1816,2015,970.0,Park Slope
1817,2015,970.0,Carroll Gardens
1818,2016,928.0,Park Slope
1819,2016,928.0,Carroll Gardens
1820,2017,859.0,Park Slope
1821,2017,859.0,Carroll Gardens
1822,2018,864.0,Park Slope
1823,2018,864.0,Carroll Gardens
1824,2000,2477.0,Bedford Stuyvesant
1825,2001,2438.0,Bedford Stuyvesant
1826,2002,2228.0,Bedford Stuyvesant
1827,2003,2193.0,Bedford Stuyvesant
1828,2004,2168.0,Bedford Stuyvesant
1829,2005,2117.0,Bedford Stuyvesant
1830,2006,1996.0,Bedford Stuyvesant
1831,2007,2131.0,Bedford Stuyvesant
1832,2008,2040.0,Bedford Stuyvesant
1833,2009,1769.0,Bedford Stuyvesant
1834,2010,1829.0,Bedford Stuyvesant
1835,2011,1847.0,Bedford Stuyvesant
1836,2012,1916.0,Bedford Stuyvesant
1837,2013,1738.0,Bedford Stuyvesant
1838,2014,1668.0,Bedford Stuyvesant
1839,2015,1541.0,Bedford Stuyvesant
1840,2016,1624.0,Bedford Stuyvesant
1841,2017,1530.0,Bedford Stuyvesant
1842,2018,1545.0,Bedford Stuyvesant
1843,2000,1809.0,Bedford Stuyvesant
1844,2001,1713.0,Bedford Stuyvesant
1845,2002,1672.0,Bedford Stuyvesant
1846,2003,1598.0,Bedford Stuyvesant
1847,2004,1549.0,Bedford Stuyvesant
1848,2005,1508.0,Bedford Stuyvesant
1849,2006,1566.0,Bedford Stuyvesant
1850,2007,1539.0,Bedford Stuyvesant
1851,2008,1396.0,Bedford Stuyvesant
1852,2009,1286.0,Bedford Stuyvesant
1853,2010,1409.0,Bedford Stuyvesant
1854,2011,1458.0,Bedford Stuyvesant
1855,2012,1571.0,Bedford Stuyvesant
1856,2013,1495.0,Bedford Stuyvesant
1857,2014,1551.0,Bedford Stuyvesant
1858,2015,1425.0,Bedford Stuyvesant
1859,2016,1256.0,Bedford Stuyvesant
1860,2017,1155.0,Bedford Stuyvesant
1861,2018,1198.0,Bedford Stuyvesant
1862,2000,2553.0,Bushwick
1863,2001,2308.0,Bushwick
1864,2002,2260.0,Bushwick
1865,2003,2192.0,Bushwick
1866,2004,2109.0,Bushwick
1867,2005,2049.0,Bushwick
1868,2006,2072.0,Bushwick
1869,2007,1888.0,Bushwick
1870,2008,1878.0,Bushwick
1871,2009,1736.0,Bushwick
1872,2010,1836.0,Bushwick
1873,2011,1823.0,Bushwick
1874,2012,2035.0,Bushwick
1875,2013,1903.0,Bushwick
1876,2014,1796.0,Bushwick
1877,2015,1678.0,Bushwick
1878,2016,1606.0,Bushwick
1879,2017,1520.0,Bushwick
1880,2018,1460.0,Bushwick
1881,2000,1813.0,Brooklyn Heights
1882,2000,1813.0,Fort Greene
1883,2000,1813.0,Fort Greene
1884,2001,1726.0,Brooklyn Heights
1885,2001,1726.0,Fort Greene
1886,2001,1726.0,Fort Greene
1887,2002,1667.0,Brooklyn Heights
1888,2002,1667.0,Fort Greene
1889,2002,1667.0,Fort Greene
1890,2003,1446.0,Brooklyn Heights
1891,2003,1446.0,Fort Greene
1892,2003,1446.0,Fort Greene
1893,2004,1366.0,Brooklyn Heights
1894,2004,1366.0,Fort Greene
1895,2004,1366.0,Fort Greene
1896,2005,1370.0,Brooklyn Heights
1897,2005,1370.0,Fort Greene
1898,2005,1370.0,Fort Greene
1899,2006,1283.0,Brooklyn Heights
1900,2006,1283.0,Fort Greene
1901,2006,1283.0,Fort Greene
1902,2007,1260.0,Brooklyn Heights
1903,2007,1260.0,Fort Greene
1904,2007,1260.0,Fort Greene
1905,2008,1199.0,Brooklyn Heights
1906,2008,1199.0,Fort Greene
1907,2008,1199.0,Fort Greene
1908,2009,993.0,Brooklyn Heights
1909,2009,993.0,Fort Greene
1910,2009,993.0,Fort Greene
1911,2010,987.0,Brooklyn Heights
1912,2010,987.0,Fort Greene
1913,2010,987.0,Fort Greene
1914,2011,1052.0,Brooklyn Heights
1915,2011,1052.0,Fort Greene
1916,2011,1052.0,Fort Greene
1917,2012,1038.0,Brooklyn Heights
1918,2012,1038.0,Fort Greene
1919,2012,1038.0,Fort Greene
1920,2013,1074.0,Brooklyn Heights
1921,2013,1074.0,Fort Greene
1922,2013,1074.0,Fort Greene
1923,2014,1038.0,Brooklyn Heights
1924,2014,1038.0,Fort Greene
1925,2014,1038.0,Fort Greene
1926,2015,1094.0,Brooklyn Heights
1927,2015,1094.0,Fort Greene
1928,2015,1094.0,Fort Greene
1929,2016,962.0,Brooklyn Heights
1930,2016,962.0,Fort Greene
1931,2016,962.0,Fort Greene
1932,2017,1079.0,Brooklyn Heights
1933,2017,1079.0,Fort Greene
1934,2017,1079.0,Fort Greene
1935,2018,1151.0,Brooklyn Heights
1936,2018,1151.0,Fort Greene
1937,2018,1151.0,Fort Greene
1938,2000,1658.0,Fort Greene
1939,2001,1550.0,Fort Greene
1940,2002,1478.0,Fort Greene
1941,2003,1389.0,Fort Greene
1942,2004,1350.0,Fort Greene
1943,2005,1304.0,Fort Greene
1944,2006,1198.0,Fort Greene
1945,2007,1144.0,Fort Greene
1946,2008,1120.0,Fort Greene
1947,2009,1014.0,Fort Greene
1948,2010,1146.0,Fort Greene
1949,2011,1114.0,Fort Greene
1950,2012,1236.0,Fort Greene
1951,2013,1093.0,Fort Greene
1952,2014,1061.0,Fort Greene
1953,2015,927.0,Fort Greene
1954,2016,860.0,Fort Greene
1955,2017,773.0,Fort Greene
1956,2018,845.0,Fort Greene
1957,2000,2066.0,East Williamsburg
1958,2001,2035.0,East Williamsburg
1959,2002,2111.0,East Williamsburg
1960,2003,2032.0,East Williamsburg
1961,2004,1965.0,East Williamsburg
1962,2005,1953.0,East Williamsburg
1963,2006,2025.0,East Williamsburg
1964,2007,1726.0,East Williamsburg
1965,2008,1892.0,East Williamsburg
1966,2009,1670.0,East Williamsburg
1967,2010,1733.0,East Williamsburg
1968,2011,1734.0,East Williamsburg
1969,2012,1716.0,East Williamsburg
1970,2013,1669.0,East Williamsburg
1971,2014,1655.0,East Williamsburg
1972,2015,1652.0,East Williamsburg
1973,2016,1558.0,East Williamsburg
1974,2017,1572.0,East Williamsburg
1975,2018,1494.0,East Williamsburg
1976,2000,1004.0,Greenpoint
1977,2001,986.0,Greenpoint
1978,2002,995.0,Greenpoint
1979,2003,1028.0,Greenpoint
1980,2004,990.0,Greenpoint
1981,2005,997.0,Greenpoint
1982,2006,952.0,Greenpoint
1983,2007,915.0,Greenpoint
1984,2008,905.0,Greenpoint
1985,2009,845.0,Greenpoint
1986,2010,905.0,Greenpoint
1987,2011,813.0,Greenpoint
1988,2012,950.0,Greenpoint
1989,2013,1043.0,Greenpoint
1990,2014,1033.0,Greenpoint
1991,2015,1012.0,Greenpoint
1992,2016,957.0,Greenpoint
1993,2017,801.0,Greenpoint
1994,2018,923.0,Greenpoint
1995,2000,525.0,Rockaway Beach
1996,2001,448.0,Rockaway Beach
1997,2002,411.0,Rockaway Beach
1998,2003,350.0,Rockaway Beach
1999,2004,347.0,Rockaway Beach
2000,2005,372.0,Rockaway Beach
2001,2006,355.0,Rockaway Beach
2002,2007,367.0,Rockaway Beach
2003,2008,393.0,Rockaway Beach
2004,2009,350.0,Rockaway Beach
2005,2010,330.0,Rockaway Beach
2006,2011,525.0,Rockaway Beach
2007,2012,615.0,Rockaway Beach
2008,2013,558.0,Rockaway Beach
2009,2014,555.0,Rockaway Beach
2010,2015,501.0,Rockaway Beach
2011,2016,496.0,Rockaway Beach
2012,2017,456.0,Rockaway Beach
2013,2018,403.0,Rockaway Beach
2014,2000,1418.0,Far Rockaway
2015,2001,1139.0,Far Rockaway
2016,2002,876.0,Far Rockaway
2017,2003,757.0,Far Rockaway
2018,2004,618.0,Far Rockaway
2019,2005,613.0,Far Rockaway
2020,2006,641.0,Far Rockaway
2021,2007,700.0,Far Rockaway
2022,2008,688.0,Far Rockaway
2023,2009,659.0,Far Rockaway
2024,2010,615.0,Far Rockaway
2025,2011,631.0,Far Rockaway
2026,2012,899.0,Far Rockaway
2027,2013,852.0,Far Rockaway
2028,2014,864.0,Far Rockaway
2029,2015,927.0,Far Rockaway
2030,2016,912.0,Far Rockaway
2031,2017,827.0,Far Rockaway
2032,2018,863.0,Far Rockaway
2033,2000,3077.0,Richmond Hill
2034,2001,2642.0,Richmond Hill
2035,2002,2467.0,Richmond Hill
2036,2003,2136.0,Richmond Hill
2037,2004,1903.0,Richmond Hill
2038,2005,1897.0,Richmond Hill
2039,2006,1853.0,Richmond Hill
2040,2007,1703.0,Richmond Hill
2041,2008,1708.0,Richmond Hill
2042,2009,1611.0,Richmond Hill
2043,2010,1534.0,Richmond Hill
2044,2011,1529.0,Richmond Hill
2045,2012,1612.0,Richmond Hill
2046,2013,1699.0,Richmond Hill
2047,2014,1537.0,Richmond Hill
2048,2015,1425.0,Richmond Hill
2049,2016,1178.0,Richmond Hill
2050,2017,926.0,Richmond Hill
2051,2018,799.0,Richmond Hill
2052,2000,2905.0,Jamaica
2053,2001,2585.0,Jamaica
2054,2002,2306.0,Jamaica
2055,2003,2100.0,Jamaica
2056,2004,2012.0,Jamaica
2057,2005,1980.0,Jamaica
2058,2006,1956.0,Jamaica
2059,2007,1900.0,Jamaica
2060,2008,1852.0,Jamaica
2061,2009,1761.0,Jamaica
2062,2010,1703.0,Jamaica
2063,2011,1702.0,Jamaica
2064,2012,1840.0,Jamaica
2065,2013,1811.0,Jamaica
2066,2014,1797.0,Jamaica
2067,2015,1727.0,Jamaica
2068,2016,1605.0,Jamaica
2069,2017,1533.0,Jamaica
2070,2018,1487.0,Jamaica
2071,2000,3057.0,Ridgewood
2072,2001,2854.0,Ridgewood
2073,2002,2707.0,Ridgewood
2074,2003,2513.0,Ridgewood
2075,2004,2263.0,Ridgewood
2076,2005,2008.0,Ridgewood
2077,2006,1980.0,Ridgewood
2078,2007,1713.0,Ridgewood
2079,2008,1737.0,Ridgewood
2080,2009,1725.0,Ridgewood
2081,2010,1751.0,Ridgewood
2082,2011,1722.0,Ridgewood
2083,2012,1680.0,Ridgewood
2084,2013,1607.0,Ridgewood
2085,2014,1510.0,Ridgewood
2086,2015,1355.0,Ridgewood
2087,2016,1413.0,Ridgewood
2088,2017,1287.0,Ridgewood
2089,2018,1195.0,Ridgewood
2090,2000,2955.0,Queens Village
2091,2001,2791.0,Queens Village
2092,2002,2630.0,Queens Village
2093,2003,2591.0,Queens Village
2094,2004,2336.0,Queens Village
2095,2005,2250.0,Queens Village
2096,2006,2222.0,Queens Village
2097,2007,2144.0,Queens Village
2098,2008,2007.0,Queens Village
2099,2009,1881.0,Queens Village
2100,2010,1860.0,Queens Village
2101,2011,2018.0,Queens Village
2102,2012,2030.0,Queens Village
2103,2013,1917.0,Queens Village
2104,2014,1743.0,Queens Village
2105,2015,1948.0,Queens Village
2106,2016,1747.0,Queens Village
2107,2017,1705.0,Queens Village
2108,2018,1654.0,Queens Village
2109,2000,2858.0,Ozone park
2110,2000,2858.0,Richmond Hill
2111,2001,2179.0,Ozone park
2112,2001,2179.0,Richmond Hill
2113,2002,1689.0,Ozone park
2114,2002,1689.0,Richmond Hill
2115,2003,1390.0,Ozone park
2116,2003,1390.0,Richmond Hill
2117,2004,1604.0,Ozone park
2118,2004,1604.0,Richmond Hill
2119,2005,1627.0,Ozone park
2120,2005,1627.0,Richmond Hill
2121,2006,1696.0,Ozone park
2122,2006,1696.0,Richmond Hill
2123,2007,1584.0,Ozone park
2124,2007,1584.0,Richmond Hill
2125,2008,1552.0,Ozone park
2126,2008,1552.0,Richmond Hill
2127,2009,1399.0,Ozone park
2128,2009,1399.0,Richmond Hill
2129,2010,1432.0,Ozone park
2130,2010,1432.0,Richmond Hill
2131,2011,1493.0,Ozone park
2132,2011,1493.0,Richmond Hill
2133,2012,1600.0,Ozone park
2134,2012,1600.0,Richmond Hill
2135,2013,1665.0,Ozone park
2136,2013,1665.0,Richmond Hill
2137,2014,1563.0,Ozone park
2138,2014,1563.0,Richmond Hill
2139,2015,1579.0,Ozone park
2140,2015,1579.0,Richmond Hill
2141,2016,1345.0,Ozone park
2142,2016,1345.0,Richmond Hill
2143,2017,1271.0,Ozone park
2144,2017,1271.0,Richmond Hill
2145,2018,1183.0,Ozone park
2146,2018,1183.0,Richmond Hill
2147,2000,2703.0,Flushing
2148,2001,2574.0,Flushing
2149,2002,2480.0,Flushing
2150,2003,2449.0,Flushing
2151,2004,2248.0,Flushing
2152,2005,2048.0,Flushing
2153,2006,1982.0,Flushing
2154,2007,1760.0,Flushing
2155,2008,1624.0,Flushing
2156,2009,1349.0,Flushing
2157,2010,1325.0,Flushing
2158,2011,1291.0,Flushing
2159,2012,1286.0,Flushing
2160,2013,1298.0,Flushing
2161,2014,1110.0,Flushing
2162,2015,1104.0,Flushing
2163,2016,1143.0,Flushing
2164,2017,1114.0,Flushing
2165,2018,1086.0,Flushing
2166,2000,2763.0,Long Island City
2167,2000,2763.0,Hunters Point
2168,2001,2318.0,Long Island City
2169,2001,2318.0,Hunters Point
2170,2002,2390.0,Long Island City
2171,2002,2390.0,Hunters Point
2172,2003,2224.0,Long Island City
2173,2003,2224.0,Hunters Point
2174,2004,2002.0,Long Island City
2175,2004,2002.0,Hunters Point
2176,2005,1695.0,Long Island City
2177,2005,1695.0,Hunters Point
2178,2006,1584.0,Long Island City
2179,2006,1584.0,Hunters Point
2180,2007,1443.0,Long Island City
2181,2007,1443.0,Hunters Point
2182,2008,1357.0,Long Island City
2183,2008,1357.0,Hunters Point
2184,2009,1218.0,Long Island City
2185,2009,1218.0,Hunters Point
2186,2010,1254.0,Long Island City
2187,2010,1254.0,Hunters Point
2188,2011,1267.0,Long Island City
2189,2011,1267.0,Hunters Point
2190,2012,1197.0,Long Island City
2191,2012,1197.0,Hunters Point
2192,2013,1332.0,Long Island City
2193,2013,1332.0,Hunters Point
2194,2014,1278.0,Long Island City
2195,2014,1278.0,Hunters Point
2196,2015,1105.0,Long Island City
2197,2015,1105.0,Hunters Point
2198,2016,1063.0,Long Island City
2199,2016,1063.0,Hunters Point
2200,2017,1003.0,Long Island City
2201,2017,1003.0,Hunters Point
2202,2018,925.0,Long Island City
2203,2018,925.0,Hunters Point
2204,2000,2822.0,Elmhurst
2205,2001,2619.0,Elmhurst
2206,2002,2673.0,Elmhurst
2207,2003,2477.0,Elmhurst
2208,2004,2390.0,Elmhurst
2209,2005,2331.0,Elmhurst
2210,2006,2160.0,Elmhurst
2211,2007,2007.0,Elmhurst
2212,2008,1961.0,Elmhurst
2213,2009,1701.0,Elmhurst
2214,2010,1637.0,Elmhurst
2215,2011,1613.0,Elmhurst
2216,2012,1773.0,Elmhurst
2217,2013,1747.0,Elmhurst
2218,2014,1613.0,Elmhurst
2219,2015,1502.0,Elmhurst
2220,2016,1577.0,Elmhurst
2221,2017,1407.0,Elmhurst
2222,2018,1540.0,Elmhurst
2223,2000,1614.0,Bayside
2224,2001,1540.0,Bayside
2225,2002,1507.0,Bayside
2226,2003,1515.0,Bayside
2227,2004,1366.0,Bayside
2228,2005,1176.0,Bayside
2229,2006,1196.0,Bayside
2230,2007,1005.0,Bayside
2231,2008,1033.0,Bayside
2232,2009,938.0,Bayside
2233,2010,891.0,Bayside
2234,2011,830.0,Bayside
2235,2012,879.0,Bayside
2236,2013,909.0,Bayside
2237,2014,881.0,Bayside
2238,2015,797.0,Bayside
2239,2016,853.0,Bayside
2240,2017,743.0,Bayside
2241,2018,677.0,Bayside
2242,2000,2042.0,Forest Hills
2243,2001,1971.0,Forest Hills
2244,2002,1829.0,Forest Hills
2245,2003,1465.0,Forest Hills
2246,2004,1675.0,Forest Hills
2247,2005,1573.0,Forest Hills
2248,2006,1395.0,Forest Hills
2249,2007,1182.0,Forest Hills
2250,2008,1066.0,Forest Hills
2251,2009,871.0,Forest Hills
2252,2010,795.0,Forest Hills
2253,2011,925.0,Forest Hills
2254,2012,911.0,Forest Hills
2255,2013,843.0,Forest Hills
2256,2014,752.0,Forest Hills
2257,2015,661.0,Forest Hills
2258,2016,616.0,Forest Hills
2259,2017,622.0,Forest Hills
2260,2018,621.0,Forest Hills
2261,2000,3382.0,Jamaica
2262,2001,2666.0,Jamaica
2263,2002,2294.0,Jamaica
2264,2003,2094.0,Jamaica
2265,2004,2165.0,Jamaica
2266,2005,2158.0,Jamaica
2267,2006,2180.0,Jamaica
2268,2007,2272.0,Jamaica
2269,2008,2283.0,Jamaica
2270,2009,1993.0,Jamaica
2271,2010,2138.0,Jamaica
2272,2011,2366.0,Jamaica
2273,2012,2367.0,Jamaica
2274,2013,2055.0,Jamaica
2275,2014,1874.0,Jamaica
2276,2015,1595.0,Jamaica
2277,2016,1419.0,Jamaica
2278,2017,1280.0,Jamaica
2279,2018,1277.0,Jamaica
2280,2000,3738.0,Astoria
2281,2001,3528.0,Astoria
2282,2002,3291.0,Astoria
2283,2003,2751.0,Astoria
2284,2004,2899.0,Astoria
2285,2005,2766.0,Astoria
2286,2006,2502.0,Astoria
2287,2007,2358.0,Astoria
2288,2008,2249.0,Astoria
2289,2009,2047.0,Astoria
2290,2010,2027.0,Astoria
2291,2011,2010.0,Astoria
2292,2012,2084.0,Astoria
2293,2013,1885.0,Astoria
2294,2014,1912.0,Astoria
2295,2015,1767.0,Astoria
2296,2016,1819.0,Astoria
2297,2017,1593.0,Astoria
2298,2018,1691.0,Astoria
2299,2000,3021.0,Jackson Heights
2300,2001,2816.0,Jackson Heights
2301,2002,2830.0,Jackson Heights
2302,2003,2367.0,Jackson Heights
2303,2004,2339.0,Jackson Heights
2304,2005,2253.0,Jackson Heights
2305,2006,2169.0,Jackson Heights
2306,2007,1945.0,Jackson Heights
2307,2008,1913.0,Jackson Heights
2308,2009,1774.0,Jackson Heights
2309,2010,1760.0,Jackson Heights
2310,2011,1839.0,Jackson Heights
2311,2012,1769.0,Jackson Heights
2312,2013,1760.0,Jackson Heights
2313,2014,1888.0,Jackson Heights
2314,2015,1795.0,Jackson Heights
2315,2016,1885.0,Jackson Heights
2316,2017,1818.0,Jackson Heights
2317,2018,1657.0,Jackson Heights
