,PCT,Crime,Year,Nbr of Crimes,variable,Neighborhood
361,5.0,BURGLARY                              ,2003,215.0,1,Chinatown
362,5.0,GRAND LARCENY                         ,2003,681.0,0,Lower East Side
363,5.0,GRAND LARCENY                         ,2003,681.0,1,Chinatown
364,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,77.0,0,Lower East Side
365,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,77.0,1,Chinatown
366,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1231.0,0,Lower East Side
367,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1231.0,1,Chinatown
368,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,1.0,0,Lower East Side
369,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,1.0,1,Chinatown
370,5.0,RAPE                                  ,2004,7.0,0,Lower East Side
371,5.0,RAPE                                  ,2004,7.0,1,Chinatown
372,5.0,ROBBERY                               ,2004,136.0,0,Lower East Side
373,5.0,ROBBERY                               ,2004,136.0,1,Chinatown
374,5.0,FELONY ASSAULT                        ,2004,95.0,0,Lower East Side
375,5.0,FELONY ASSAULT                        ,2004,95.0,1,Chinatown
376,5.0,BURGLARY                              ,2004,173.0,0,Lower East Side
377,5.0,BURGLARY                              ,2004,173.0,1,Chinatown
378,5.0,GRAND LARCENY                         ,2004,688.0,0,Lower East Side
379,5.0,GRAND LARCENY                         ,2004,688.0,1,Chinatown
380,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,70.0,0,Lower East Side
381,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,70.0,1,Chinatown
382,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1170.0,0,Lower East Side
383,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1170.0,1,Chinatown
384,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,4.0,0,Lower East Side
385,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,4.0,1,Chinatown
386,5.0,RAPE                                  ,2005,13.0,0,Lower East Side
387,5.0,RAPE                                  ,2005,13.0,1,Chinatown
388,5.0,ROBBERY                               ,2005,134.0,0,Lower East Side
389,5.0,ROBBERY                               ,2005,134.0,1,Chinatown
390,5.0,FELONY ASSAULT                        ,2005,80.0,0,Lower East Side
391,5.0,FELONY ASSAULT                        ,2005,80.0,1,Chinatown
392,5.0,BURGLARY                              ,2005,158.0,0,Lower East Side
393,5.0,BURGLARY                              ,2005,158.0,1,Chinatown
394,5.0,GRAND LARCENY                         ,2005,674.0,0,Lower East Side
395,5.0,GRAND LARCENY                         ,2005,674.0,1,Chinatown
396,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,68.0,0,Lower East Side
397,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,68.0,1,Chinatown
398,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1131.0,0,Lower East Side
399,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1131.0,1,Chinatown
400,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,0,Lower East Side
401,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,1,Chinatown
402,5.0,RAPE                                  ,2006,5.0,0,Lower East Side
403,5.0,RAPE                                  ,2006,5.0,1,Chinatown
404,5.0,ROBBERY                               ,2006,132.0,0,Lower East Side
405,5.0,ROBBERY                               ,2006,132.0,1,Chinatown
406,5.0,FELONY ASSAULT                        ,2006,104.0,0,Lower East Side
407,5.0,FELONY ASSAULT                        ,2006,104.0,1,Chinatown
408,5.0,BURGLARY                              ,2006,152.0,0,Lower East Side
409,5.0,BURGLARY                              ,2006,152.0,1,Chinatown
410,5.0,GRAND LARCENY                         ,2006,605.0,0,Lower East Side
411,5.0,GRAND LARCENY                         ,2006,605.0,1,Chinatown
412,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,40.0,0,Lower East Side
413,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,40.0,1,Chinatown
414,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1040.0,0,Lower East Side
415,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1040.0,1,Chinatown
416,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,2.0,0,Lower East Side
417,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,2.0,1,Chinatown
418,5.0,RAPE                                  ,2007,4.0,0,Lower East Side
419,5.0,RAPE                                  ,2007,4.0,1,Chinatown
420,5.0,ROBBERY                               ,2007,151.0,0,Lower East Side
421,5.0,ROBBERY                               ,2007,151.0,1,Chinatown
422,5.0,FELONY ASSAULT                        ,2007,129.0,0,Lower East Side
423,5.0,FELONY ASSAULT                        ,2007,129.0,1,Chinatown
424,5.0,BURGLARY                              ,2007,122.0,0,Lower East Side
425,5.0,BURGLARY                              ,2007,122.0,1,Chinatown
426,5.0,GRAND LARCENY                         ,2007,582.0,0,Lower East Side
427,5.0,GRAND LARCENY                         ,2007,582.0,1,Chinatown
428,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,41.0,0,Lower East Side
429,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,41.0,1,Chinatown
430,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1031.0,0,Lower East Side
431,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1031.0,1,Chinatown
432,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,2.0,0,Lower East Side
433,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,2.0,1,Chinatown
434,5.0,RAPE                                  ,2008,2.0,0,Lower East Side
435,5.0,RAPE                                  ,2008,2.0,1,Chinatown
436,5.0,ROBBERY                               ,2008,131.0,0,Lower East Side
437,5.0,ROBBERY                               ,2008,131.0,1,Chinatown
438,5.0,FELONY ASSAULT                        ,2008,151.0,0,Lower East Side
439,5.0,FELONY ASSAULT                        ,2008,151.0,1,Chinatown
440,5.0,BURGLARY                              ,2008,150.0,0,Lower East Side
441,5.0,BURGLARY                              ,2008,150.0,1,Chinatown
442,5.0,GRAND LARCENY                         ,2008,573.0,0,Lower East Side
443,5.0,GRAND LARCENY                         ,2008,573.0,1,Chinatown
444,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,20.0,0,Lower East Side
445,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,20.0,1,Chinatown
446,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1029.0,0,Lower East Side
447,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1029.0,1,Chinatown
448,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,1.0,0,Lower East Side
449,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,1.0,1,Chinatown
450,5.0,RAPE                                  ,2009,6.0,0,Lower East Side
451,5.0,RAPE                                  ,2009,6.0,1,Chinatown
452,5.0,ROBBERY                               ,2009,125.0,0,Lower East Side
453,5.0,ROBBERY                               ,2009,125.0,1,Chinatown
454,5.0,FELONY ASSAULT                        ,2009,153.0,0,Lower East Side
455,5.0,FELONY ASSAULT                        ,2009,153.0,1,Chinatown
456,5.0,BURGLARY                              ,2009,141.0,0,Lower East Side
457,5.0,BURGLARY                              ,2009,141.0,1,Chinatown
458,5.0,GRAND LARCENY                         ,2009,528.0,0,Lower East Side
459,5.0,GRAND LARCENY                         ,2009,528.0,1,Chinatown
460,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,21.0,0,Lower East Side
461,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,21.0,1,Chinatown
462,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,975.0,0,Lower East Side
463,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,975.0,1,Chinatown
464,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,1.0,0,Lower East Side
465,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,1.0,1,Chinatown
466,5.0,RAPE                                  ,2010,10.0,0,Lower East Side
467,5.0,RAPE                                  ,2010,10.0,1,Chinatown
468,5.0,ROBBERY                               ,2010,106.0,0,Lower East Side
469,5.0,ROBBERY                               ,2010,106.0,1,Chinatown
470,5.0,FELONY ASSAULT                        ,2010,128.0,0,Lower East Side
471,5.0,FELONY ASSAULT                        ,2010,128.0,1,Chinatown
472,5.0,BURGLARY                              ,2010,127.0,0,Lower East Side
473,5.0,BURGLARY                              ,2010,127.0,1,Chinatown
474,5.0,GRAND LARCENY                         ,2010,582.0,0,Lower East Side
475,5.0,GRAND LARCENY                         ,2010,582.0,1,Chinatown
476,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,15.0,0,Lower East Side
477,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,15.0,1,Chinatown
478,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,969.0,0,Lower East Side
479,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,969.0,1,Chinatown
480,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,0.0,0,Lower East Side
481,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,0.0,1,Chinatown
482,5.0,RAPE                                  ,2011,11.0,0,Lower East Side
483,5.0,RAPE                                  ,2011,11.0,1,Chinatown
484,5.0,ROBBERY                               ,2011,127.0,0,Lower East Side
485,5.0,ROBBERY                               ,2011,127.0,1,Chinatown
486,5.0,FELONY ASSAULT                        ,2011,117.0,0,Lower East Side
487,5.0,FELONY ASSAULT                        ,2011,117.0,1,Chinatown
488,5.0,BURGLARY                              ,2011,120.0,0,Lower East Side
489,5.0,BURGLARY                              ,2011,120.0,1,Chinatown
490,5.0,GRAND LARCENY                         ,2011,560.0,0,Lower East Side
491,5.0,GRAND LARCENY                         ,2011,560.0,1,Chinatown
492,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,27.0,0,Lower East Side
493,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,27.0,1,Chinatown
494,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,962.0,0,Lower East Side
495,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,962.0,1,Chinatown
496,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,3.0,0,Lower East Side
497,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,3.0,1,Chinatown
498,5.0,RAPE                                  ,2012,12.0,0,Lower East Side
499,5.0,RAPE                                  ,2012,12.0,1,Chinatown
500,5.0,ROBBERY                               ,2012,122.0,0,Lower East Side
501,5.0,ROBBERY                               ,2012,122.0,1,Chinatown
502,5.0,FELONY ASSAULT                        ,2012,157.0,0,Lower East Side
503,5.0,FELONY ASSAULT                        ,2012,157.0,1,Chinatown
504,5.0,BURGLARY                              ,2012,138.0,0,Lower East Side
505,5.0,BURGLARY                              ,2012,138.0,1,Chinatown
506,5.0,GRAND LARCENY                         ,2012,548.0,0,Lower East Side
507,5.0,GRAND LARCENY                         ,2012,548.0,1,Chinatown
508,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,21.0,0,Lower East Side
509,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,21.0,1,Chinatown
510,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1001.0,0,Lower East Side
511,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1001.0,1,Chinatown
512,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,3.0,0,Lower East Side
513,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,3.0,1,Chinatown
514,5.0,RAPE                                  ,2013,5.0,0,Lower East Side
515,5.0,RAPE                                  ,2013,5.0,1,Chinatown
516,5.0,ROBBERY                               ,2013,102.0,0,Lower East Side
517,5.0,ROBBERY                               ,2013,102.0,1,Chinatown
518,5.0,FELONY ASSAULT                        ,2013,167.0,0,Lower East Side
519,5.0,FELONY ASSAULT                        ,2013,167.0,1,Chinatown
520,5.0,BURGLARY                              ,2013,92.0,0,Lower East Side
521,5.0,BURGLARY                              ,2013,92.0,1,Chinatown
522,5.0,GRAND LARCENY                         ,2013,599.0,0,Lower East Side
523,5.0,GRAND LARCENY                         ,2013,599.0,1,Chinatown
524,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,12.0,0,Lower East Side
525,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,12.0,1,Chinatown
526,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,980.0,0,Lower East Side
527,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,980.0,1,Chinatown
528,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,2.0,0,Lower East Side
529,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,2.0,1,Chinatown
530,5.0,RAPE                                  ,2014,4.0,0,Lower East Side
531,5.0,RAPE                                  ,2014,4.0,1,Chinatown
532,5.0,ROBBERY                               ,2014,76.0,0,Lower East Side
533,5.0,ROBBERY                               ,2014,76.0,1,Chinatown
534,5.0,FELONY ASSAULT                        ,2014,125.0,0,Lower East Side
535,5.0,FELONY ASSAULT                        ,2014,125.0,1,Chinatown
536,5.0,BURGLARY                              ,2014,101.0,0,Lower East Side
537,5.0,BURGLARY                              ,2014,101.0,1,Chinatown
538,5.0,GRAND LARCENY                         ,2014,536.0,0,Lower East Side
539,5.0,GRAND LARCENY                         ,2014,536.0,1,Chinatown
540,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,26.0,0,Lower East Side
541,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,26.0,1,Chinatown
542,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,870.0,0,Lower East Side
543,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,870.0,1,Chinatown
544,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,1.0,0,Lower East Side
545,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,1.0,1,Chinatown
546,5.0,RAPE                                  ,2015,10.0,0,Lower East Side
547,5.0,RAPE                                  ,2015,10.0,1,Chinatown
548,5.0,ROBBERY                               ,2015,100.0,0,Lower East Side
549,5.0,ROBBERY                               ,2015,100.0,1,Chinatown
550,5.0,FELONY ASSAULT                        ,2015,140.0,0,Lower East Side
551,5.0,FELONY ASSAULT                        ,2015,140.0,1,Chinatown
552,5.0,BURGLARY                              ,2015,86.0,0,Lower East Side
553,5.0,BURGLARY                              ,2015,86.0,1,Chinatown
554,5.0,GRAND LARCENY                         ,2015,559.0,0,Lower East Side
555,5.0,GRAND LARCENY                         ,2015,559.0,1,Chinatown
556,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,21.0,0,Lower East Side
557,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,21.0,1,Chinatown
558,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,917.0,0,Lower East Side
559,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,917.0,1,Chinatown
560,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,0.0,0,Lower East Side
561,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,0.0,1,Chinatown
562,5.0,RAPE                                  ,2016,8.0,0,Lower East Side
563,5.0,RAPE                                  ,2016,8.0,1,Chinatown
564,5.0,ROBBERY                               ,2016,102.0,0,Lower East Side
565,5.0,ROBBERY                               ,2016,102.0,1,Chinatown
566,5.0,FELONY ASSAULT                        ,2016,135.0,0,Lower East Side
567,5.0,FELONY ASSAULT                        ,2016,135.0,1,Chinatown
568,5.0,BURGLARY                              ,2016,81.0,0,Lower East Side
569,5.0,BURGLARY                              ,2016,81.0,1,Chinatown
570,5.0,GRAND LARCENY                         ,2016,563.0,0,Lower East Side
571,5.0,GRAND LARCENY                         ,2016,563.0,1,Chinatown
572,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,10.0,0,Lower East Side
573,5.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,10.0,1,Chinatown
574,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,899.0,0,Lower East Side
575,5.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,899.0,1,Chinatown
576,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,0.0,0,Lower East Side
577,5.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,0.0,1,Chinatown
578,5.0,RAPE                                  ,2017,7.0,0,Lower East Side
579,5.0,RAPE                                  ,2017,7.0,1,Chinatown
580,5.0,ROBBERY                               ,2017,89.0,0,Lower East Side
581,5.0,ROBBERY                               ,2017,89.0,1,Chinatown
582,5.0,FELONY ASSAULT                        ,2017,151.0,0,Lower East Side
583,5.0,FELONY ASSAULT                        ,2017,151.0,1,Chinatown
584,5.0,BURGLARY                              ,2017,86.0,0,Lower East Side
585,5.0,BURGLARY                              ,2017,86.0,1,Chinatown
